Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
1st (70);02:45;0;-6;0;3;0;62;3;8;3;2;6;12;2;0;no;14;0;11;1;0;1;3;0
2nd (59);03:36;10;-3;9;7;5;0;6;25;2;0;0;10;25;9;no;11;1;0;3;3;1;5;3
3rd (56);04:36;13;-1;7;10;24;0;3;0;3;0;1;13;12;7;no;12;4;0;0;4;3;3;1
4th (51);04:34;12;-1;5;5;19;0;0;11;3;1;1;14;10;8;no;10;4;0;1;4;3;2;0
1st (65);03:36;13;-2;2;3;2;43;0;4;3;0;6;15;20;7;no;14;1;9;1;3;1;2;1
2nd (52);04:36;13;-2;2;7;23;0;2;7;3;0;3;12;10;9;no;13;5;0;1;4;3;2;0
3rd (51);03:34;5;-2;6;10;14;0;3;15;3;0;0;18;19;4;no;12;3;0;3;3;1;4;1
4th (45);06:17;1;-4;3;3;22;18;2;0;3;2;3;12;8;1;no;9;4;4;0;1;2;3;1
1st (63);04:13;10;-2;2;5;21;0;3;24;3;0;1;6;3;4;no;10;4;0;2;2;2;3;2
2nd (55);05:08;0;-6;3;3;11;38;6;0;3;1;4;6;4;0;no;14;2;8;0;0;1;3;3
3rd (53);03:35;8;-4;8;7;2;0;10;22;2;0;3;5;12;6;no;11;1;0;3;2;5;5;0
4th (53);03:26;18;0;5;7;11;1;3;8;3;0;0;10;8;10;no;13;2;1;1;6;2;3;0
1st (59);04:43;9;-3;4;3;20;10;8;8;3;0;2;13;8;3;no;14;4;3;1;2;5;3;0
2nd (59);03:09;18;0;3;7;7;0;0;24;2;0;1;10;13;8;no;11;2;0;4;3;2;4;1
3rd (58);02:35;0;-6;3;3;15;43;0;0;3;0;4;6;8;0;no;9;3;8;0;0;1;2;3
4th (49);02:56;9;-3;8;10;12;0;7;6;3;0;0;8;8;6;no;12;2;0;1;3;4;3;2
1st (60);06:07;1;-5;9;10;22;1;0;22;3;0;0;10;25;1;no;12;4;1;3;1;1;4;1
2nd (50);03:57;13;-1;8;7;3;16;4;0;2;2;3;8;14;10;no;11;1;4;0;3;1;4;1
3rd (45);03:21;8;-3;4;5;12;0;5;14;3;1;0;17;4;8;no;10;3;0;1;3;5;2;0
4th (44);05:31;10;-1;2;3;13;4;5;8;3;2;0;22;14;4;no;9;2;1;2;3;5;1;1
1st (60);06:20;0;-6;0;7;5;48;0;6;3;0;3;10;9;0;no;13;1;8;2;0;1;3;0
2nd (59);03:19;9;-2;6;10;0;13;0;23;3;0;1;10;8;4;no;12;0;4;3;2;1;3;2
3rd (58);05:04;16;0;3;13;20;0;0;6;3;0;0;10;10;8;no;8;4;0;1;4;1;4;1
4th (52);04:05;9;-2;6;5;19;0;8;7;3;0;0;9;12;6;no;10;3;0;0;3;5;3;1
1st (61);02:15;18;0;4;7;14;0;3;15;3;0;1;4;11;7;no;13;3;0;2;4;3;3;0
2nd (60);03:53;14;-1;6;3;7;31;0;0;3;1;1;8;19;4;no;14;1;7;0;2;3;3;1
3rd (47);03:02;0;-6;2;20;31;0;0;0;4;1;1;12;8;0;no;8;7;0;0;0;2;3;1
4th (42);05:10;3;-4;3;10;8;10;6;6;3;0;1;18;4;3;no;12;2;4;1;2;2;3;1
1st (62);05:16;18;0;2;3;8;10;0;21;3;2;0;16;15;7;no;14;2;3;2;4;1;2;2
2nd (57);03:05;0;-6;10;13;27;0;13;0;3;0;4;6;14;0;no;8;5;0;0;0;7;3;0
3rd (56);03:15;18;0;3;7;15;0;0;13;3;1;0;10;8;9;no;13;3;0;2;5;1;3;0
4th (53);03:56;0;-6;1;3;0;55;0;0;3;2;5;17;12;5;no;9;0;8;1;2;1;2;1
1st (59);03:47;18;0;12;7;16;1;3;2;3;0;1;4;16;6;no;13;3;1;1;3;3;4;0
2nd (50);03:20;0;-6;0;3;26;16;5;6;3;0;3;8;5;0;no;14;5;5;1;0;1;5;1
3rd (49);03:39;0;-6;3;10;8;18;0;16;3;0;3;8;4;0;no;12;2;4;3;0;2;4;0
4th (48);03:18;18;0;7;7;9;0;7;0;2;4;2;5;0;6;no;11;2;0;0;3;5;2;0
1st (71);04:25;13;-1;4;7;16;0;7;25;2;0;0;8;9;5;no;11;3;0;2;2;1;7;1
2nd (63);03:44;13;-1;6;7;13;0;6;19;3;1;1;6;5;4;no;13;3;0;2;3;3;3;0
3rd (57);04:36;0;-6;1;3;16;38;0;5;3;1;5;6;4;0;no;9;3;7;1;0;0;2;3
4th (52);04:02;10;-4;7;3;0;36;0;0;3;1;5;8;10;7;no;14;0;8;0;3;4;1;1
1st (59);03:14;10;-2;3;20;20;0;8;0;4;1;4;10;4;4;no;8;5;0;0;3;4;1;0
2nd (54);03:33;0;-6;3;3;6;48;0;0;2;1;4;4;9;3;no;14;1;8;1;1;0;4;2
3rd (50);03:18;10;-2;4;7;15;0;0;16;3;1;0;16;10;8;no;13;4;0;2;4;2;2;0
4th (48);03:22;16;-2;7;7;7;0;5;8;2;1;2;10;17;9;no;11;1;0;2;3;3;5;1
1st (66);03:44;0;-6;10;3;7;36;9;7;3;0;4;0;21;0;no;9;1;7;1;0;2;3;3
2nd (57);03:08;16;-1;6;7;17;0;5;7;2;1;3;9;12;10;no;11;4;0;1;4;5;1;0
3rd (48);03:32;9;-2;5;10;22;0;4;0;3;2;2;10;2;4;no;12;5;0;0;2;1;4;1
4th (43);03:21;10;-2;2;5;0;0;3;25;3;2;1;23;7;9;no;10;0;0;3;5;2;3;0
1st (70);03:37;16;0;7;5;9;0;5;28;3;1;1;2;0;6;no;10;2;0;2;3;5;2;0
2nd (57);03:04;1;-4;1;15;25;0;4;15;3;0;2;8;9;1;yes;1;6;0;2;1;2;4;0
3rd (54);03:40;16;-2;6;3;0;16;9;6;3;2;3;14;12;7;no;9;0;3;1;3;2;3;3
4th (49);02:47;1;-4;2;7;27;16;0;0;3;1;4;4;7;1;no;13;5;3;1;1;1;2;1
1st (56);05:02;18;0;5;7;11;0;2;13;2;0;1;12;8;12;no;11;2;0;2;5;3;2;2
2nd (54);02:41;8;-3;3;7;19;0;7;13;3;0;2;10;4;4;no;13;4;0;2;2;4;3;0
3rd (53);02:40;0;-5;6;2;3;43;4;0;1;1;4;2;14;0;no;14;1;9;0;0;1;4;2
4th (46);04:08;9;-3;3;5;21;0;0;11;3;1;1;12;10;9;no;10;4;0;1;4;1;2;2
1st (57);04:15;5;-3;1;10;20;16;2;6;3;0;5;20;8;2;no;12;5;3;2;2;1;2;0
2nd (55);02:54;9;-3;10;7;29;0;3;0;3;2;1;2;16;5;no;13;5;0;0;3;1;3;1
3rd (52);05:13;5;-4;9;0;4;26;7;5;0;0;4;8;24;3;no;8;1;6;1;1;3;4;2
4th (47);03:22;16;-1;3;7;2;0;0;20;2;2;1;20;2;9;no;11;1;0;3;3;3;3;1
1st (57);05:01;17;-1;12;3;15;1;6;4;3;2;2;12;23;6;no;9;3;0;1;3;3;3;2
2nd (56);08:43;0;-4;0;10;18;13;3;16;3;0;3;20;4;2;no;12;4;4;2;1;3;1;0
3rd (44);06:05;10;-1;4;3;17;1;3;7;3;0;2;12;10;8;no;14;5;1;1;3;3;3;2
4th (41);05:15;2;-3;4;5;13;10;2;8;3;1;1;13;20;5;no;10;2;3;1;3;3;1;1
1st (58);03:02;3;-4;3;0;6;50;0;0;0;3;8;2;0;2;no;12;2;10;0;1;1;1;0
2nd (56);03:48;17;-1;4;5;15;0;3;13;3;1;1;4;6;8;no;10;3;0;1;4;2;3;1
3rd (50);03:58;5;-3;3;15;0;0;0;30;3;0;0;8;12;7;yes;1;0;0;4;4;1;5;1
4th (43);04:02;10;-3;0;3;31;2;0;0;2;0;1;8;4;9;no;14;6;2;0;3;2;3;2
1st (78);02:16;0;-6;3;2;0;76;3;0;1;0;7;7;4;0;no;14;0;12;0;0;3;2;1
2nd (50);04:57;8;0;0;7;23;0;0;12;3;0;1;16;6;11;no;13;5;0;2;5;1;2;0
3rd (49);04:49;9;0;4;3;23;0;0;10;2;0;1;6;17;11;no;9;4;0;2;5;1;3;3
4th (48);04:26;9;-2;4;20;13;0;4;0;4;1;2;4;6;4;no;8;3;0;0;2;4;4;0
1st (53);02:49;6;-4;9;10;8;1;6;17;3;0;0;4;14;4;no;12;1;0;3;2;1;6;2
2nd (52);02:43;13;-3;3;20;10;0;9;0;4;1;3;13;4;10;no;8;3;0;0;4;5;1;0
3rd (49);02:50;5;-3;11;7;16;0;6;7;3;0;0;4;20;2;no;13;3;0;1;2;4;4;1
4th (46);04:15;12;-2;2;7;27;0;0;0;2;3;1;20;3;8;no;11;6;0;0;3;1;2;1
1st (63);02:57;0;-5;1;3;9;55;0;0;3;0;7;12;8;3;no;9;2;9;0;1;3;1;1
2nd (54);04:51;14;-2;5;10;25;0;2;0;3;1;2;12;10;6;no;12;6;0;0;3;2;2;1
3rd (53);03:17;13;-1;10;7;11;1;3;9;3;0;0;6;13;7;no;13;2;1;1;3;3;4;1
4th (52);03:32;5;-2;6;7;16;0;6;14;2;2;0;11;10;4;no;11;3;0;2;2;3;3;1
1st (58);04:09;16;-2;6;7;15;1;7;8;3;0;0;2;5;7;no;13;4;1;1;3;2;4;0
2nd (57);05:11;1;-5;1;3;9;48;0;0;2;2;5;7;2;1;no;14;2;8;1;1;2;1;1
3rd (52);04:50;18;0;1;13;14;0;0;6;3;1;1;8;8;9;no;8;3;0;1;5;1;3;1
4th (40);06:36;1;-5;7;10;13;0;6;8;3;1;1;6;8;4;yes;3;2;0;1;2;4;4;1
1st (61);03:25;9;-2;4;7;19;0;3;21;3;0;0;2;6;3;no;13;3;0;3;2;3;3;1
2nd (56);02:26;13;-1;7;7;17;0;5;8;2;1;3;4;9;6;no;11;4;0;1;3;2;5;0
3rd (51);02:59;0;-5;2;5;17;26;6;0;2;0;5;8;2;1;no;10;4;5;1;1;2;1;2
4th (44);04:27;13;-3;1;20;5;0;0;8;4;2;1;7;4;10;no;8;1;0;1;4;2;3;1
1st (56);03:02;16;-2;3;3;5;25;0;6;3;0;3;13;12;10;no;14;2;4;2;4;2;3;1
2nd (54);02:45;5;-3;4;10;10;16;4;8;3;0;6;6;0;2;no;12;2;4;1;2;4;2;0
3rd (49);02:57;6;-4;1;0;30;0;2;14;2;0;3;4;4;4;no;13;7;0;2;2;1;3;1
4th (43);01:52;9;-3;6;10;13;0;3;5;3;0;0;8;15;9;yes;3;2;0;1;4;4;3;1
1st (63);04:45;16;0;7;7;21;0;4;8;2;0;1;3;13;8;no;11;4;0;1;3;2;4;2
2nd (55);03:49;16;0;2;13;14;0;3;7;3;0;0;20;12;8;no;8;3;0;2;4;2;3;1
3rd (53);03:56;0;-4;2;5;0;43;0;7;2;1;5;12;4;1;no;12;0;9;1;1;2;1;1
4th (45);03:01;0;-4;8;3;18;4;8;8;3;0;2;13;19;3;no;9;4;0;2;2;5;3;1
1st (78);04:49;0;-5;4;3;0;76;0;0;3;1;6;8;10;1;no;14;0;12;0;1;1;2;1
2nd (63);06:30;17;0;3;10;13;0;8;12;3;0;2;8;6;6;yes;3;3;0;1;3;2;5;1
3rd (62);04:38;18;0;3;3;16;0;3;19;2;2;2;12;11;7;no;9;4;0;2;4;1;3;1
4th (48);03:27;0;-6;8;7;17;0;7;15;3;0;3;9;10;5;no;13;3;0;2;2;7;1;0
1st (68);02:31;0;-4;0;3;14;55;0;0;3;0;5;20;11;0;no;9;4;9;0;0;2;1;1
2nd (58);02:30;9;-1;7;5;8;0;4;26;3;1;0;12;28;5;no;10;1;0;3;3;1;4;2
3rd (55);02:56;14;0;8;7;15;0;11;0;2;0;1;16;6;8;no;11;3;0;0;3;5;4;1
4th (42);02:39;5;-3;1;7;24;8;0;0;3;0;6;5;8;6;no;13;5;4;0;2;3;1;0
1st (72);02:56;18;0;6;5;24;0;0;19;2;0;0;16;23;6;no;12;4;0;2;4;1;5;0
2nd (64);04:18;15;-1;3;7;26;0;4;10;3;1;2;6;9;4;no;13;6;0;1;2;1;4;0
3rd (63);02:58;3;-5;6;3;0;26;12;18;3;0;6;12;6;2;no;9;0;4;3;1;8;1;0
4th (59);03:26;0;-6;3;8;8;40;6;0;2;0;6;20;16;0;no;8;2;9;0;0;2;0;3
1st (62);05:12;0;-6;2;0;11;55;0;0;1;0;5;2;6;0;no;13;2;9;1;0;2;2;1
2nd (57);03:02;13;-1;10;7;21;0;7;0;2;0;0;8;16;7;no;11;3;0;0;3;4;5;1
3rd (57);02:47;12;-1;1;20;8;0;8;9;4;0;1;10;0;5;no;8;2;0;1;3;4;4;0
4th (55);03:24;10;-3;3;5;9;0;0;31;2;0;0;14;12;9;no;12;2;0;4;4;2;3;1
1st (59);02:47;18;0;7;7;21;0;6;0;2;1;1;14;15;7;no;11;4;0;0;3;3;4;1
2nd (54);03:32;9;-3;5;7;13;0;3;20;3;1;1;10;12;6;no;13;3;0;3;3;1;3;1
3rd (52);03:27;4;-4;3;20;16;0;5;8;4;0;3;8;6;3;no;8;4;0;1;2;5;1;1
4th (44);03:06;5;-5;0;0;5;33;0;6;0;0;7;4;3;5;no;12;1;8;1;2;0;4;2
1st (76);03:40;0;-5;2;3;0;76;0;0;3;0;5;16;13;0;no;9;0;10;1;0;1;2;3
2nd (64);04:21;9;-2;3;20;13;0;4;17;4;1;1;18;17;3;no;8;3;0;2;2;1;5;0
3rd (56);02:28;17;0;4;3;32;0;0;0;3;1;1;10;19;11;no;14;6;0;0;5;2;2;2
4th (52);03:38;8;-3;4;7;13;0;3;20;2;0;2;14;9;10;no;11;3;0;2;3;5;3;0
1st (65);03:55;18;0;8;7;10;0;6;16;2;0;0;14;21;9;no;11;3;0;2;4;2;4;1
2nd (65);05:44;0;-6;3;3;8;55;2;0;2;0;7;12;11;0;no;14;2;10;0;0;2;3;1
3rd (57);04:27;9;-2;2;5;20;1;0;22;3;0;1;12;13;3;no;10;4;1;2;2;2;2;2
4th (49);04:34;8;-3;2;10;22;0;0;10;3;0;0;22;15;8;no;12;4;0;2;4;2;3;0
1st (56);04:11;12;-1;2;7;18;0;4;14;2;0;1;22;13;7;no;11;4;0;2;3;2;3;2
2nd (51);02:56;10;-1;3;15;12;0;0;12;3;1;1;11;18;9;yes;1;2;0;2;4;2;3;1
3rd (47);03:14;9;-1;4;7;22;1;0;5;3;0;1;4;12;6;no;13;4;1;1;3;2;4;0
4th (46);05:34;0;-6;5;10;6;31;0;0;3;0;2;14;8;0;no;12;2;7;0;0;3;2;1
1st (56);03:37;10;-2;5;3;12;25;3;0;3;1;2;16;14;8;no;9;3;3;1;3;2;3;2
2nd (48);02:29;13;-1;3;10;10;0;2;11;3;0;0;16;6;7;no;12;2;0;2;4;2;4;1
3rd (46);02:52;0;-3;2;3;28;16;0;0;2;0;4;6;8;5;no;14;5;5;0;2;2;3;1
4th (39);03:06;0;-1;3;20;11;0;0;6;4;0;1;6;16;5;no;8;3;0;1;2;1;5;2
1st (62);02:38;12;-1;2;20;29;0;0;0;4;0;1;12;18;6;no;8;5;0;0;4;1;2;2
2nd (54);03:33;4;-4;4;10;4;36;0;0;3;0;3;12;6;1;no;12;1;8;0;1;1;2;2
3rd (50);03:59;5;-5;6;3;6;16;0;19;3;2;2;15;12;3;no;9;1;3;3;1;3;3;1
4th (49);02:48;14;-1;4;7;14;0;3;8;2;0;4;9;12;12;no;11;4;0;1;4;3;3;1
1st (62);04:25;11;-2;12;20;6;0;5;10;4;1;1;13;29;7;no;8;1;0;1;3;5;2;1
2nd (47);03:46;5;-1;2;3;16;0;0;22;3;1;1;11;8;7;no;14;3;0;3;4;2;4;1
3rd (41);02:55;5;-3;0;5;27;0;0;7;3;1;3;5;2;7;no;10;6;0;0;3;2;3;0
4th (36);03:33;4;-3;0;3;11;13;3;5;3;1;2;20;10;6;no;9;3;3;1;3;1;3;2
1st (67);03:04;18;0;7;5;18;0;7;12;2;0;2;11;8;9;no;10;4;0;1;5;5;1;0
2nd (67);02:55;18;0;1;3;18;4;4;19;3;0;1;14;13;6;no;9;4;1;2;3;2;4;1
3rd (54);02:20;0;-6;1;7;14;36;2;0;3;0;4;10;9;0;no;13;3;8;0;0;2;1;1
4th (51);02:24;0;-6;3;2;10;18;0;24;1;1;3;11;16;2;no;14;2;5;3;1;1;3;2
1st (56);03:55;13;-1;6;3;22;10;3;0;3;0;4;6;20;10;no;9;4;2;0;4;3;3;1
2nd (51);04:43;9;-1;3;10;8;0;4;18;3;0;1;6;11;7;yes;3;2;0;2;4;1;4;2
3rd (47);03:38;4;-3;0;15;22;0;2;7;3;0;3;9;0;2;yes;1;5;0;1;2;4;2;1
4th (44);04:21;5;-4;0;7;7;26;3;0;3;1;4;14;4;6;no;13;1;7;0;2;2;1;1
1st (65);03:55;0;-4;4;3;7;48;0;7;2;1;5;5;14;1;no;14;1;9;1;1;2;2;1
2nd (54);04:12;8;0;5;20;13;0;8;0;4;1;1;16;7;6;no;8;2;0;0;3;3;4;1
3rd (51);03:01;16;0;6;7;8;0;4;10;2;2;2;13;8;8;no;11;2;0;2;3;4;3;0
4th (43);02:53;0;-2;5;5;24;0;2;9;3;2;1;10;15;6;no;10;5;0;1;3;1;2;1
1st (70);04:04;17;0;4;13;8;0;3;25;3;0;0;7;14;5;no;8;2;0;3;3;2;4;1
2nd (57);02:56;17;0;1;5;20;0;3;11;3;1;4;7;4;8;no;10;4;0;1;4;3;2;0
3rd (50);04:51;0;-6;4;3;7;36;6;0;3;0;3;12;12;0;no;9;1;7;0;0;2;6;2
4th (47);05:10;0;-4;1;2;15;25;3;5;1;1;5;6;2;1;no;14;3;6;1;1;2;3;1
1st (70);04:50;4;-3;2;3;0;64;0;0;2;1;4;18;10;2;no;14;0;10;1;2;1;3;0
2nd (55);05:49;11;-3;4;10;16;0;3;14;3;0;0;12;4;7;no;12;3;0;2;3;1;4;2
3rd (51);02:35;14;-1;5;7;21;0;5;0;3;0;3;2;6;9;no;13;4;0;0;4;5;2;0
4th (46);03:42;5;-3;5;20;4;0;5;10;4;0;0;4;16;7;no;8;2;0;1;3;2;5;1
1st (59);04:55;10;-1;6;7;19;0;4;14;2;0;2;16;16;8;no;11;4;0;2;3;2;4;1
2nd (57);03:27;0;-6;4;2;14;43;0;0;1;0;7;6;13;0;no;12;3;9;0;0;2;2;1
3rd (43);05:33;13;-2;4;3;18;4;3;0;3;0;2;15;14;11;no;9;3;1;0;5;5;1;2
4th (41);04:27;10;-2;1;5;2;0;0;25;3;1;0;11;5;7;no;10;1;0;3;4;1;3;2
1st (75);03:30;0;-5;2;3;11;64;0;0;2;0;6;6;13;0;no;14;3;10;1;0;0;3;1
2nd (51);06:09;8;-2;3;15;19;0;4;4;3;0;1;10;12;7;yes;1;3;0;1;3;3;4;1
3rd (50);06:21;15;0;2;10;20;0;3;0;3;1;1;19;4;10;no;12;4;0;0;5;2;2;1
4th (45);04:13;9;-3;7;3;0;0;4;25;2;0;0;7;13;9;yes;3;0;0;3;4;4;4;1
1st (65);03:53;17;0;4;7;8;0;5;24;2;0;0;9;10;5;no;11;2;0;4;2;2;5;1
2nd (62);03:28;17;0;3;7;20;0;2;13;3;0;1;0;6;6;no;13;4;0;1;3;2;4;1
3rd (60);04:24;0;-6;4;3;7;48;4;0;3;1;3;6;5;0;no;9;2;8;0;0;2;2;2
4th (47);03:14;0;-4;7;5;11;17;2;9;2;1;4;10;4;1;no;12;3;5;1;1;3;2;0
1st (80);04:25;4;-3;0;3;0;76;0;0;3;0;6;10;4;1;no;14;0;11;1;1;1;3;1
2nd (56);03:41;11;-2;7;10;21;0;5;4;3;0;1;10;6;5;no;12;4;0;1;3;4;2;1
3rd (55);04:07;15;-1;9;7;8;0;10;7;2;0;1;8;15;7;no;11;1;0;1;3;5;5;1
4th (52);04:14;5;-5;1;7;25;13;0;6;3;0;3;9;12;3;no;13;6;4;1;1;1;1;1
1st (54);01:55;4;-4;3;10;21;0;0;20;3;0;2;11;12;3;yes;4;4;0;3;1;3;4;0
2nd (54);03:50;16;-1;2;3;18;13;3;0;3;0;2;12;13;8;no;14;4;4;0;4;2;3;1
3rd (53);03:11;10;-2;7;10;6;0;6;16;3;0;0;8;13;7;yes;3;1;0;2;4;3;2;3
4th (42);04:37;5;-4;2;3;9;21;6;0;2;0;5;17;10;6;no;9;3;6;0;2;4;2;1
1st (62);02:36;15;-1;2;5;18;0;3;20;3;0;1;11;10;7;no;10;4;0;2;4;3;2;0
2nd (53);02:52;1;-3;2;3;9;38;3;0;3;1;4;16;0;1;no;9;2;7;0;1;4;2;0
3rd (52);02:37;11;-3;3;15;15;0;4;7;3;0;2;7;10;6;yes;1;2;0;1;3;3;4;2
4th (48);03:34;5;-3;6;3;0;26;0;11;2;2;1;3;17;4;no;14;0;6;2;2;1;4;1
1st (61);02:49;8;-1;5;20;15;0;4;10;4;0;2;12;20;6;no;8;4;0;1;3;2;4;0
2nd (55);02:26;11;-1;2;3;12;26;2;0;2;3;4;12;4;5;no;14;2;6;0;3;2;2;0
3rd (53);02:37;0;-4;2;3;19;10;0;23;3;1;1;10;13;1;no;9;4;2;3;1;1;2;3
4th (51);02:15;10;-1;5;10;15;0;6;6;3;0;0;14;11;9;no;12;3;0;1;4;3;2;2
1st (63);04:34;16;0;3;3;24;4;6;7;3;0;3;12;14;8;no;9;5;1;1;4;2;1;3
2nd (58);03:05;1;-4;9;10;5;26;4;7;3;0;3;8;8;1;no;12;1;6;1;1;4;2;0
3rd (45);05:02;4;-3;11;15;10;0;8;0;3;2;0;10;17;6;yes;1;2;0;0;3;3;5;0
4th (41);03:27;13;-3;1;7;11;0;0;12;2;2;0;13;4;8;no;11;2;0;2;2;2;3;3
1st (55);02:51;9;0;5;10;5;4;4;18;3;0;0;6;4;6;no;12;1;2;2;3;3;2;2
2nd (55);04:48;14;0;4;3;0;31;3;0;3;0;3;4;9;7;no;14;0;6;1;4;2;3;2
3rd (44);02:50;0;-5;2;3;31;4;0;9;3;1;3;7;10;6;no;9;7;1;1;2;2;3;0
4th (38);03:45;0;-2;2;13;16;1;0;8;3;1;1;6;0;3;no;8;3;1;1;2;2;5;0
1st (60);03:56;16;-1;7;3;23;0;4;8;2;1;1;4;12;9;no;14;5;0;1;4;3;4;0
2nd (59);02:57;0;-5;2;3;4;55;0;0;1;0;5;7;4;0;no;8;1;9;1;0;3;2;1
3rd (55);03:29;14;-2;9;10;16;4;4;0;3;1;3;8;15;6;no;12;3;2;0;3;2;4;0
4th (55);04:00;5;-3;3;7;13;0;8;22;2;0;1;20;8;4;no;11;3;0;3;2;4;2;2
1st (60);02:53;10;-1;3;0;0;48;0;0;0;1;8;7;13;9;no;13;0;9;0;4;1;2;1
2nd (55);03:05;11;-1;1;10;14;9;4;7;3;0;0;16;6;5;yes;5;2;2;2;3;1;4;1
3rd (53);03:18;0;-4;2;20;28;0;0;7;4;0;3;12;14;1;no;8;6;0;1;1;3;2;1
4th (48);03:15;8;-1;8;3;4;10;12;4;3;0;2;11;13;6;no;9;1;2;1;3;6;3;1
1st (57);03:01;1;-5;1;10;12;34;0;4;3;0;5;18;7;1;no;12;3;6;2;1;1;1;1
2nd (52);02:42;13;-2;3;3;25;10;0;0;2;1;2;5;10;8;no;14;5;3;0;3;2;4;0
3rd (48);02:21;15;0;5;5;11;1;3;8;2;0;1;13;12;10;no;10;2;1;1;5;3;2;2
4th (45);03:29;3;-3;8;7;11;1;3;15;3;0;0;4;11;4;no;13;2;1;3;2;3;4;0
1st (56);05:07;13;-1;3;7;9;0;0;25;2;0;0;18;13;6;no;11;2;0;4;3;3;3;1
2nd (52);04:40;13;-1;5;7;20;0;3;5;3;1;0;4;14;6;no;13;5;0;1;3;1;3;1
3rd (49);04:41;10;-4;0;20;23;0;0;0;4;1;0;15;12;8;no;8;4;0;0;3;1;4;1
4th (48);04:16;0;-6;6;3;0;38;7;0;3;1;3;12;10;0;no;9;0;7;0;0;4;2;2
1st (59);03:00;12;-1;0;3;14;31;0;0;2;0;3;7;6;4;no;14;3;6;1;3;2;2;1
2nd (58);02:54;12;-1;5;20;14;0;8;0;4;1;0;16;8;5;no;8;2;0;0;3;4;4;0
3rd (42);03:28;0;-6;4;3;15;9;2;15;3;2;4;7;6;0;no;9;3;2;2;0;4;2;2
4th (40);03:02;10;-2;9;5;5;0;6;7;3;1;1;7;17;9;no;10;1;0;1;4;2;3;3
1st (64);04:36;18;0;6;7;9;0;8;16;2;0;0;15;9;9;no;11;2;0;2;4;4;4;0
2nd (61);03:32;17;0;0;7;30;0;0;7;3;0;2;12;7;9;no;13;6;0;1;4;1;2;1
3rd (53);04:17;0;-6;8;3;0;48;0;0;2;0;3;4;21;0;no;14;0;8;1;0;3;4;2
4th (44);03:59;0;-5;5;10;15;0;3;16;3;0;1;12;6;7;no;12;3;0;2;3;2;3;2
1st (61);02:52;18;0;5;7;10;0;4;17;3;0;0;6;16;9;no;13;2;0;2;5;1;4;1
2nd (61);03:59;1;-5;0;2;8;55;0;0;1;1;5;8;4;1;no;14;1;10;0;1;2;2;1
3rd (54);03:18;16;-2;6;10;21;0;3;0;3;1;1;10;10;10;yes;4;5;0;0;3;4;2;0
4th (47);04:07;1;-5;0;5;16;0;0;30;3;0;1;18;12;6;no;10;4;0;3;3;2;2;1
1st (61);04:23;0;-5;8;3;12;31;5;7;2;0;3;9;28;0;no;14;2;7;1;0;2;5;1
2nd (56);03:33;14;-2;5;7;16;0;3;13;3;0;2;2;6;9;no;13;3;0;2;4;2;3;1
3rd (53);06:05;11;-2;3;3;4;13;6;15;3;2;2;17;3;4;no;9;1;3;2;2;6;1;0
4th (49);05:28;10;-2;0;5;23;1;0;12;3;0;4;17;8;5;no;10;6;1;1;3;1;1;2
1st (65);02:20;14;-1;2;20;19;0;4;7;4;0;1;14;4;6;no;8;4;0;1;3;3;3;0
2nd (58);02:22;0;-6;3;10;11;38;2;0;3;0;4;12;6;0;no;12;2;7;1;0;2;1;2
3rd (49);02:46;15;-1;10;7;4;1;4;9;2;0;0;8;14;10;no;11;1;1;1;4;4;4;1
4th (39);02:34;6;-3;6;0;6;13;4;7;0;2;1;6;16;5;no;9;1;4;1;3;1;4;2
1st (57);04:02;16;0;7;7;19;0;8;0;2;0;2;13;13;10;no;11;3;0;0;4;5;3;1
2nd (54);04:24;8;-1;6;10;4;0;7;20;3;0;0;15;7;6;no;12;1;0;3;3;3;4;1
3rd (48);03:59;0;-4;2;5;21;16;0;8;3;0;1;12;9;1;no;10;4;3;1;1;1;3;2
4th (45);03:30;5;-2;7;7;13;0;0;15;3;1;1;8;19;9;no;13;4;0;2;4;1;2;1
1st (59);03:36;13;-1;6;5;11;0;8;17;3;1;3;4;6;4;no;10;2;0;1;3;6;2;0
2nd (57);03:10;14;-1;4;3;5;16;7;9;3;1;1;22;16;10;no;9;1;3;1;4;3;3;2
3rd (56);03:46;0;-6;1;20;18;16;0;7;4;0;3;12;15;0;no;8;4;4;1;0;0;3;2
4th (42);03:24;8;-3;6;7;15;0;3;6;3;0;0;10;11;9;no;13;3;0;2;4;2;3;1
1st (66);03:39;13;-1;2;3;10;13;4;22;2;0;1;20;10;4;no;14;2;4;3;3;2;4;0
2nd (55);04:45;8;-4;1;5;25;16;4;0;2;0;3;8;7;5;no;10;5;4;0;2;1;2;2
3rd (51);02:11;1;-5;11;7;11;0;11;15;3;1;1;0;13;1;no;13;2;0;2;1;4;4;1
4th (40);04:04;14;-2;3;3;9;13;0;0;3;2;0;17;15;9;no;9;2;3;0;4;3;2;1
