Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
2nd (66);06:12;18;0;7;7;29;0;5;0;2;0;2;8;11;5;no;11;5;0;0;2;4;5;0
3rd (59);03:05;0;-6;2;10;4;45;4;0;3;0;4;12;2;0;yes;2;1;6;1;0;3;2;2
4th (53);04:16;3;-4;1;3;6;28;0;16;3;1;4;11;9;2;no;14;2;7;2;1;2;2;1
5th (52);04:03;5;-4;5;5;27;0;3;11;3;0;1;13;10;3;no;10;6;0;1;1;4;2;1
1st (59);02:40;11;-1;9;3;21;0;3;13;1;1;1;10;20;4;no;11;4;0;2;2;3;4;1
2nd (51);02:32;12;-1;6;5;20;0;3;6;3;1;0;10;10;8;no;10;4;0;0;4;3;2;1
3rd (49);02:48;8;-4;7;10;21;4;3;0;3;0;2;10;15;5;no;12;6;2;0;2;2;3;0
4th (48);03:24;1;-4;1;3;0;37;0;10;3;5;2;22;8;1;no;9;0;5;2;1;2;0;2
5th (39);04:01;10;-2;3;7;8;1;0;12;3;1;0;10;9;9;no;13;1;1;2;4;2;3;1
1st (74);03:21;18;0;6;7;26;0;3;14;2;0;2;12;21;6;no;11;5;0;2;3;3;3;0
2nd (61);03:09;14;0;4;3;6;10;8;16;3;0;3;13;6;9;no;9;1;2;2;4;5;3;0
3rd (54);03:35;8;-1;3;3;4;25;5;7;3;0;4;6;10;6;no;14;1;6;1;3;1;5;1
4th (51);03:31;0;-5;1;10;21;18;0;6;3;0;1;17;6;1;no;12;4;5;1;1;1;1;2
5th (45);02:40;0;-6;11;20;6;0;8;6;4;0;0;10;15;5;no;8;1;0;1;2;5;3;2
1st (65);03:51;17;0;8;7;15;0;5;13;2;0;1;12;19;7;no;11;3;0;2;3;2;5;1
2nd (60);02:33;11;-1;11;10;14;0;3;12;3;1;3;5;14;7;no;12;4;0;1;3;3;3;0
3rd (54);02:58;8;-2;7;3;20;0;6;12;3;0;1;11;12;6;no;14;4;0;2;3;6;3;0
4th (54);03:00;0;-3;1;3;14;36;3;0;3;2;3;8;2;1;no;9;2;4;1;1;1;3;3
5th (51);02:46;3;-5;1;0;6;38;0;8;2;1;4;16;5;2;no;13;2;8;1;1;1;2;0
1st (58);02:34;8;-3;6;7;24;0;6;10;2;0;3;4;11;4;no;11;5;0;1;1;2;6;1
2nd (57);05:18;12;-1;2;3;28;0;3;10;3;0;0;19;2;5;no;14;6;0;1;3;5;3;0
3rd (55);02:27;0;-5;2;3;3;48;0;4;3;1;4;7;8;0;no;9;1;7;2;0;2;1;3
4th (51);02:11;10;-3;10;20;6;0;8;0;4;0;2;3;17;10;no;8;1;0;0;4;4;4;1
5th (48);03:53;13;-1;2;5;11;0;2;16;3;1;0;8;3;7;no;10;2;0;2;4;2;2;2
1st (66);04:10;8;-3;1;3;16;31;3;7;3;0;4;14;6;1;no;14;4;7;1;1;2;2;1
2nd (60);03:44;9;-3;6;20;8;0;4;16;4;0;0;8;11;4;no;8;2;0;2;2;4;3;1
3rd (58);03:27;17;0;7;7;8;0;5;14;2;0;0;9;18;10;no;11;1;0;2;4;2;5;2
4th (52);03:35;0;-5;3;7;11;36;0;0;3;1;3;8;12;0;no;13;2;7;1;0;0;4;0
5th (47);03:24;9;-2;6;3;14;10;7;0;3;1;2;18;10;4;no;9;3;2;0;3;5;2;1
1st (59);03:53;17;0;4;10;0;0;4;24;3;0;1;12;8;9;no;12;0;0;3;5;1;4;2
2nd (57);05:47;1;-5;8;7;18;10;3;15;3;0;1;8;18;1;no;13;3;3;2;1;4;2;0
3rd (57);04:54;8;-3;2;3;4;43;0;0;3;3;4;16;6;2;no;14;1;9;0;1;2;2;0
4th (51);04:43;4;-2;6;5;12;0;2;24;3;0;1;2;10;7;no;10;3;0;2;4;3;2;1
5th (48);03:59;8;-2;3;7;28;0;4;0;2;1;1;14;10;7;no;11;6;0;0;2;1;4;2
1st (61);06:06;2;-4;10;20;16;0;8;9;4;0;0;12;16;1;no;8;3;0;1;1;5;2;2
2nd (56);05:42;13;-1;2;3;10;25;4;0;3;0;2;6;8;7;no;14;2;5;1;4;1;4;1
3rd (56);04:56;16;-2;0;3;2;10;2;25;2;1;2;14;5;7;no;9;1;3;3;3;2;3;2
4th (52);07:30;13;-3;7;5;12;0;3;15;3;1;1;7;16;11;no;10;2;0;1;4;2;4;1
5th (42);03:43;1;-5;3;10;25;0;0;8;3;1;1;10;4;3;no;12;5;0;1;2;3;3;0
1st (68);04:54;9;-2;3;3;7;48;0;0;2;0;4;16;14;6;no;14;1;9;0;3;2;2;1
2nd (62);02:47;2;-4;8;5;23;0;0;28;3;0;1;8;26;1;no;10;5;0;3;1;2;1;3
3rd (52);04:01;2;-3;8;7;17;0;9;12;2;0;4;5;16;4;no;11;4;0;1;2;4;5;0
4th (50);02:49;16;-2;2;5;4;10;6;9;2;0;2;24;6;9;no;12;1;3;1;4;3;4;0
5th (49);05:38;13;-3;2;3;6;13;3;12;3;2;3;20;11;8;no;9;1;3;2;3;2;4;1
1st (65);03:40;17;0;6;5;14;0;3;20;3;1;0;14;12;8;no;10;3;0;1;4;3;2;1
2nd (50);04:30;0;-4;2;3;16;13;6;14;3;1;1;14;6;1;no;9;3;3;2;1;3;1;3
3rd (49);03:00;0;-6;6;20;10;0;4;15;4;1;0;6;16;2;no;8;2;0;2;1;2;4;2
4th (46);02:20;8;0;5;7;17;0;9;0;2;0;4;8;10;9;no;11;4;0;0;3;5;4;0
5th (40);03:55;9;0;1;7;12;5;0;6;3;1;1;10;8;9;no;13;2;3;1;4;0;3;1
1st (58);03:19;13;-2;7;7;17;0;8;8;3;0;2;9;8;7;no;13;3;0;1;3;6;2;0
2nd (52);05:55;7;-3;1;3;18;26;0;0;3;0;3;6;10;5;no;14;4;6;0;3;0;4;1
3rd (47);02:52;0;-5;7;15;21;0;9;0;3;1;1;16;14;0;yes;1;5;0;0;0;3;3;3
4th (46);03:18;9;0;4;7;0;13;0;13;2;0;1;18;14;10;no;11;0;4;2;4;2;3;1
5th (40);03:49;6;-1;3;3;8;0;4;17;2;1;0;12;15;10;no;9;2;0;2;5;2;4;1
1st (58);06:38;4;-2;5;2;14;10;0;25;1;2;1;8;16;3;no;14;3;2;4;2;0;3;2
2nd (58);02:24;9;-3;2;0;0;50;0;0;1;0;8;10;8;6;no;13;0;10;0;3;1;2;1
3rd (57);02:35;10;-2;6;10;20;0;3;10;3;0;0;10;10;7;no;12;4;0;1;4;2;3;1
4th (55);03:44;16;-1;1;13;12;0;2;12;3;0;1;10;6;8;no;8;2;0;2;4;2;4;1
5th (38);01:55;0;-5;5;10;24;0;4;0;3;0;3;10;8;3;yes;3;5;0;0;1;7;1;1
1st (58);03:41;17;0;6;5;11;0;7;12;3;1;2;6;9;5;no;10;2;0;1;3;4;2;2
2nd (52);03:34;13;0;3;7;15;0;3;11;3;0;1;6;3;6;no;13;3;0;2;4;2;3;1
3rd (50);04:02;9;-2;4;3;22;0;3;11;3;0;2;1;10;6;no;14;5;0;2;3;4;3;1
4th (47);03:35;0;-6;3;10;7;26;0;7;3;0;5;13;2;0;no;12;2;7;1;0;2;2;1
5th (40);03:31;0;-5;1;20;24;0;0;0;4;1;1;4;6;1;no;8;5;0;0;1;0;6;1
1st (59);02:29;18;0;2;13;8;0;2;16;3;1;1;12;7;8;no;8;2;0;2;4;3;2;1
2nd (54);03:05;15;0;8;3;20;0;0;8;1;1;1;0;19;9;no;11;5;0;1;4;3;3;0
3rd (53);03:37;9;-2;11;10;12;0;7;6;3;0;1;6;8;6;no;12;2;0;1;3;4;3;2
4th (47);03:35;0;-6;8;5;20;0;11;9;3;0;0;14;8;0;no;10;4;0;1;0;5;2;3
5th (47);03:08;0;-6;1;2;12;38;0;0;1;4;5;14;4;3;no;14;2;8;0;1;1;1;1
1st (67);03:30;10;-2;7;3;11;25;4;9;3;1;3;16;16;4;no;9;2;4;1;2;3;2;2
2nd (64);04:26;0;-6;5;3;7;48;0;7;2;0;2;8;20;0;no;14;2;8;2;0;1;3;2
3rd (54);04:45;12;-2;8;10;6;0;12;8;3;1;0;22;6;5;no;12;1;0;1;3;5;4;0
4th (53);04:29;13;-3;3;13;27;0;0;0;3;1;1;14;21;8;no;8;6;0;0;3;1;3;1
5th (47);04:36;10;-2;0;5;14;0;0;20;3;1;0;15;12;7;no;10;3;0;3;4;1;2;1
1st (54);03:33;5;-3;11;10;17;0;10;4;3;0;1;4;10;3;no;12;3;0;1;2;4;3;2
2nd (53);05:12;16;-1;1;0;16;21;0;0;1;2;5;16;6;7;no;13;3;6;0;3;1;2;0
3rd (46);03:37;3;-4;4;3;9;16;0;15;2;1;3;10;13;5;no;14;2;3;3;2;3;3;1
4th (46);02:39;7;-3;4;5;17;0;3;13;3;0;2;4;6;7;no;10;5;0;1;3;3;3;0
5th (44);02:44;13;-3;4;3;12;0;4;11;2;2;1;8;7;8;no;9;2;0;2;3;3;4;2
1st (68);03:35;0;-6;1;3;0;62;0;8;3;3;5;16;7;0;no;14;0;11;1;0;1;1;1
2nd (60);03:46;16;-1;5;20;16;0;4;0;4;0;0;5;12;8;no;8;3;0;0;4;2;4;1
3rd (57);04:50;9;-1;2;3;20;4;3;17;3;2;0;18;10;4;no;9;4;1;2;2;2;3;1
4th (47);03:59;10;-2;2;5;18;0;4;10;3;1;1;12;11;4;no;10;4;0;2;3;2;1;2
5th (43);04:55;5;-2;12;7;11;0;10;0;3;0;1;6;17;7;no;13;2;0;0;3;6;4;0
1st (68);03:22;3;-4;2;3;9;55;0;0;2;1;7;8;9;2;no;14;2;10;0;1;2;1;1
2nd (56);03:11;11;-3;5;7;27;0;3;6;3;0;1;10;10;9;no;13;5;0;1;4;3;2;0
3rd (51);04:09;11;-2;6;20;0;0;8;8;4;1;3;11;14;7;no;8;0;0;2;3;4;3;1
4th (51);02:53;11;-3;6;5;19;0;3;10;2;0;2;5;14;7;no;10;4;0;1;3;3;3;2
5th (42);02:54;8;-2;2;7;16;0;0;11;2;2;0;16;3;6;no;11;4;0;2;3;1;3;1
1st (54);04:00;8;-3;7;13;6;0;10;13;3;0;1;18;16;5;no;8;1;0;2;2;6;4;0
2nd (54);05:46;4;-3;6;3;18;9;9;8;2;0;1;2;10;1;no;9;4;3;1;1;3;3;3
3rd (53);03:08;5;-4;6;3;5;26;3;9;3;0;3;4;10;3;no;14;1;5;2;1;4;3;2
4th (53);03:34;13;0;1;7;24;0;0;8;2;2;2;18;8;9;no;11;5;0;1;4;1;1;2
5th (46);02:46;8;-2;3;10;18;9;0;0;3;0;1;8;6;9;no;12;3;3;0;4;0;4;1
1st (58);03:58;14;0;8;7;20;0;3;6;2;1;2;7;9;8;no;11;4;0;1;3;3;3;1
2nd (58);03:36;0;-6;4;3;11;31;5;10;3;0;2;12;15;0;no;14;2;6;2;0;2;5;1
3rd (54);03:22;14;-2;6;5;16;0;3;12;3;1;1;14;12;9;no;10;3;0;1;4;4;1;1
4th (50);02:27;9;-2;1;20;12;0;4;6;4;1;2;13;5;5;no;8;3;0;1;3;3;3;0
5th (42);02:48;4;-3;5;3;0;18;8;7;3;1;0;4;9;4;no;9;0;4;1;3;2;3;3
1st (67);02:46;4;-4;0;3;0;64;0;0;1;0;5;6;4;3;no;9;0;10;1;2;0;2;2
2nd (66);03:18;18;0;3;7;21;0;0;17;2;0;3;14;12;11;no;11;5;0;2;4;1;3;1
3rd (57);04:41;0;-6;2;3;17;31;4;6;2;0;3;8;11;0;no;14;3;7;1;0;2;4;1
4th (52);03:00;8;-4;4;15;20;0;3;6;3;0;1;12;12;7;yes;1;4;0;1;3;3;3;1
5th (49);02:55;15;-1;5;5;9;0;8;8;3;0;2;3;4;8;no;10;2;0;1;4;5;3;0
1st (61);03:47;13;-3;2;3;0;38;0;8;3;1;4;11;12;8;no;14;0;7;2;3;1;2;2
2nd (54);04:20;3;-3;8;3;36;4;3;0;3;0;1;10;20;3;no;9;6;1;0;2;2;4;2
3rd (52);03:24;5;-1;6;10;12;10;0;10;3;0;0;16;16;7;no;12;3;3;1;3;2;1;2
4th (51);03:29;12;-1;5;7;5;0;9;14;2;1;0;15;11;7;no;11;1;0;2;3;3;6;0
5th (48);02:53;1;-2;3;5;18;0;3;20;3;0;2;13;6;7;no;10;4;0;2;3;5;1;0
1st (72);04:12;18;0;5;20;14;0;4;11;4;0;1;10;11;6;no;8;3;0;2;3;3;1;2
2nd (60);03:31;0;-6;5;3;7;45;6;0;3;1;4;17;16;0;no;9;2;6;1;0;3;3;1
3rd (58);03:26;13;-1;2;7;23;0;2;12;2;0;2;22;12;7;no;11;5;0;2;3;4;1;1
4th (51);03:38;10;-2;9;10;4;18;2;0;3;1;4;16;18;8;no;12;1;5;0;3;2;2;1
5th (36);03:20;0;-4;7;7;7;13;0;6;3;1;2;4;12;2;no;13;1;4;1;1;2;5;0
1st (60);05:34;0;-6;1;3;14;31;0;17;3;1;4;9;11;0;no;14;3;7;2;0;1;3;1
2nd (59);03:59;18;0;2;13;13;0;3;10;3;0;0;12;7;10;no;8;2;0;1;5;3;3;1
3rd (55);02:47;16;0;6;7;15;0;4;7;2;0;2;4;10;10;no;11;3;0;1;4;3;4;1
4th (48);04:49;9;-2;4;3;4;4;8;18;3;1;3;13;6;6;no;9;1;1;3;3;5;3;1
5th (37);02:22;0;-5;4;7;31;0;0;0;3;0;3;10;14;9;no;13;7;0;0;4;1;2;1
1st (64);03:55;12;-1;5;7;15;0;7;19;2;0;0;20;6;5;no;11;3;0;2;2;5;4;0
2nd (62);03:00;18;0;3;10;17;0;0;14;3;0;0;17;10;7;no;12;4;0;2;4;2;3;0
3rd (56);02:58;5;-4;1;2;0;48;4;0;1;1;5;10;5;6;no;14;0;9;0;2;1;3;2
4th (50);03:24;0;-5;7;3;13;18;0;14;3;1;2;12;25;1;no;9;2;4;2;1;3;3;2
5th (49);04:20;4;-3;9;7;26;0;6;0;3;0;0;2;15;6;no;13;5;0;0;3;3;3;1
1st (79);02:36;18;0;10;10;11;0;3;27;3;0;0;10;16;4;no;12;2;0;3;3;3;3;1
2nd (56);03:22;0;-6;4;3;16;26;4;9;3;0;2;14;11;0;no;14;3;6;1;0;4;4;0
3rd (54);03:12;0;-6;7;20;9;0;9;15;4;1;0;10;15;0;no;8;3;0;2;0;2;5;1
4th (52);03:08;17;0;3;7;21;0;4;0;2;0;2;11;4;11;no;11;5;0;0;4;4;2;1
5th (49);02:57;9;-2;0;7;17;18;0;0;3;0;4;5;4;6;no;13;3;5;0;3;2;1;1
1st (59);02:41;7;-2;4;7;11;0;5;27;3;1;0;6;4;3;no;13;3;0;4;2;3;2;0
2nd (51);03:50;10;-2;0;3;11;26;3;0;3;1;5;16;0;8;no;14;2;6;0;3;4;2;0
3rd (48);03:14;12;-1;8;5;10;0;4;10;3;0;0;5;14;6;no;10;2;0;1;3;3;4;2
4th (46);02:48;5;-3;7;3;18;4;6;6;3;1;0;6;11;4;no;9;3;1;1;2;4;3;3
5th (40);03:14;5;-3;7;10;15;4;2;0;3;1;0;4;8;5;no;12;3;2;0;2;2;4;1
1st (64);02:33;13;-1;8;20;5;0;9;10;4;1;0;10;8;5;no;8;1;0;1;2;4;5;0
2nd (52);04:10;8;-2;4;10;17;0;3;12;3;1;1;11;4;4;no;12;4;0;2;2;3;2;1
3rd (49);03:50;14;0;11;3;17;0;4;0;2;2;0;10;21;10;no;9;3;0;0;5;3;4;1
4th (46);04:49;0;-4;2;5;22;4;6;11;3;0;1;8;8;0;no;10;4;2;2;0;2;2;3
5th (42);02:36;1;-3;3;7;0;31;3;0;3;1;3;12;10;2;no;13;0;6;1;2;2;1;2
1st (57);03:39;9;0;5;7;15;0;6;15;3;0;1;14;9;6;no;13;4;0;2;3;3;3;0
2nd (51);07:03;0;-6;1;20;28;1;0;7;4;0;2;8;11;0;no;8;5;1;1;0;2;4;1
3rd (51);04:23;17;0;0;3;16;4;3;8;2;1;2;11;4;11;no;14;3;2;1;5;2;3;1
4th (39);02:15;0;-1;11;3;9;10;7;0;3;2;0;6;20;6;no;9;2;2;0;3;3;3;2
5th (32);03:04;5;-2;1;5;9;0;0;14;3;1;0;7;2;9;no;10;2;0;2;4;1;3;2
1st (59);04:47;17;0;4;7;14;0;4;13;2;2;1;12;2;5;no;11;4;0;2;2;2;4;0
2nd (58);03:39;0;-6;3;2;11;48;0;0;1;1;4;7;6;0;no;12;2;9;0;0;2;1;2
3rd (51);02:57;8;-2;10;7;12;0;8;8;3;0;1;4;15;9;no;13;3;0;1;4;5;2;0
4th (50);03:08;17;0;3;3;15;0;0;12;1;2;2;6;9;11;no;8;3;0;2;5;1;4;0
5th (44);03:50;0;-4;5;3;27;0;7;6;2;2;0;13;10;1;no;9;5;0;1;1;4;3;2
1st (56);02:53;0;-4;4;10;17;18;3;8;3;0;3;18;7;0;no;12;4;4;2;0;2;2;1
2nd (54);03:20;9;-3;7;3;21;0;7;10;2;0;2;4;16;6;no;14;5;0;1;3;3;5;1
3rd (51);03:39;17;-1;6;0;18;0;6;5;1;1;1;9;14;5;no;10;4;0;1;3;4;3;1
4th (50);04:21;5;-3;0;7;9;13;2;17;3;0;1;16;6;4;no;13;2;4;2;3;2;2;0
5th (48);04:37;10;-2;3;3;8;26;0;0;2;0;5;8;12;9;no;9;1;6;0;3;4;2;1
1st (68);04:23;18;0;1;10;21;0;0;18;3;0;3;20;10;6;no;12;5;0;2;4;2;2;0
2nd (60);03:39;18;0;1;20;6;0;4;11;4;1;2;18;2;10;no;8;1;0;1;5;4;2;0
3rd (53);04:37;4;-4;5;2;11;31;4;0;1;0;4;8;18;3;no;14;3;6;1;2;1;3;2
4th (47);03:11;5;-5;9;7;16;0;0;15;2;0;2;6;23;8;no;11;3;0;2;2;3;5;1
5th (46);03:04;0;-6;2;3;15;31;1;0;1;0;6;10;9;3;no;9;3;7;0;1;2;3;1
1st (63);02:59;0;-6;0;3;11;55;0;0;2;0;5;8;2;0;no;14;2;10;0;0;2;2;2
2nd (61);03:38;18;0;3;3;16;10;11;0;3;0;2;10;6;5;no;9;3;2;0;3;5;3;1
3rd (59);04:35;13;0;1;5;9;0;0;31;3;1;1;7;6;6;no;10;2;0;3;4;2;3;0
4th (57);04:47;9;-2;12;7;17;0;6;8;2;0;0;8;21;6;no;11;3;0;1;2;3;4;3
5th (52);02:53;0;-6;5;10;14;5;0;24;3;0;2;20;18;0;no;12;3;3;3;0;1;4;1
1st (67);03:49;18;0;0;3;11;4;0;31;3;1;0;18;13;4;no;9;3;1;4;3;1;2;2
2nd (51);03:32;0;-6;8;20;19;0;4;6;4;1;0;11;14;0;no;8;4;0;1;0;3;4;1
3rd (51);02:45;18;0;5;7;15;0;0;6;3;3;3;8;9;6;no;13;3;0;1;3;3;2;0
4th (49);03:39;5;-5;3;10;10;26;0;0;3;0;6;9;4;5;no;12;2;6;0;2;2;3;0
5th (48);03:24;4;-4;6;2;18;13;6;3;1;0;1;4;10;3;no;14;3;4;1;2;3;3;2
1st (68);03:14;0;-6;2;3;2;55;0;12;3;0;4;16;16;0;no;14;1;10;2;0;1;3;1
2nd (64);02:54;5;-3;9;20;11;0;12;10;4;1;2;7;14;2;no;8;2;0;1;2;5;3;0
3rd (56);04:01;17;-1;4;3;13;4;3;13;3;2;0;20;11;5;no;9;3;1;2;3;3;1;2
4th (49);02:47;12;-1;6;7;9;0;7;9;2;1;1;9;10;8;no;11;2;0;1;3;3;5;1
5th (44);05:23;10;-3;3;7;27;0;0;0;3;0;2;2;3;10;no;13;6;0;0;4;2;3;0
1st (75);02:26;0;-5;1;3;0;76;0;0;2;1;6;6;6;0;no;14;0;11;1;0;0;3;2
2nd (63);03:23;13;-2;10;10;19;1;7;5;3;0;1;14;17;5;no;12;3;1;1;2;3;4;1
3rd (62);03:49;9;-3;3;10;28;0;4;11;3;0;1;12;10;3;yes;3;6;0;1;2;3;1;2
4th (60);03:55;4;-4;4;20;2;0;4;30;4;0;1;19;23;3;no;8;1;0;4;2;3;2;2
5th (56);02:19;18;0;7;7;21;0;3;0;2;1;1;15;10;9;no;11;4;0;0;4;4;3;0
1st (63);04:20;10;-2;7;7;20;10;3;8;3;0;3;12;18;5;no;13;4;3;1;3;2;2;0
2nd (58);02:49;10;-1;5;7;6;9;5;17;2;0;1;16;19;5;no;11;1;2;3;2;2;5;1
3rd (58);02:49;0;-3;3;3;4;43;0;8;3;0;5;14;16;0;no;9;1;8;1;0;3;1;2
4th (54);03:01;13;-2;8;5;9;0;8;13;3;1;1;15;14;7;no;10;2;0;1;3;5;2;1
5th (51);02:38;0;-3;1;20;28;0;5;0;4;1;2;24;14;0;no;8;6;0;0;0;3;3;1
1st (62);03:16;16;0;5;7;12;13;3;6;3;0;2;14;10;6;no;13;2;4;1;3;2;2;1
2nd (59);02:50;18;0;4;7;6;0;0;24;2;2;0;14;10;10;no;11;1;0;3;4;1;4;1
3rd (54);03:59;0;-5;7;20;19;0;6;7;4;0;0;8;24;1;no;8;4;0;1;1;1;4;3
4th (44);03:03;8;-3;3;5;19;0;3;9;3;0;1;10;4;6;no;10;4;0;1;3;3;3;1
5th (38);02:27;0;-4;1;3;5;31;2;0;3;1;2;6;4;4;no;9;2;6;0;2;2;2;2
1st (57);04:01;16;0;4;7;15;4;4;7;2;0;2;14;14;7;no;11;3;2;1;3;1;4;2
2nd (52);02:21;8;-2;2;20;14;0;4;6;4;1;1;16;11;6;no;8;3;0;1;3;1;4;1
3rd (47);02:48;4;-3;8;10;20;0;2;6;3;2;3;6;8;1;no;12;4;0;1;1;5;2;0
4th (40);02:35;4;-2;2;7;5;16;0;8;3;1;2;10;6;6;no;13;2;3;2;3;1;3;0
5th (37);03:38;5;-4;9;10;6;0;8;3;3;0;2;4;11;6;yes;3;1;0;1;2;5;4;2
1st (62);02:34;9;-3;8;7;15;0;7;19;3;1;0;6;9;3;no;13;3;0;2;2;3;4;0
2nd (61);02:40;17;0;1;7;30;0;0;6;2;1;3;18;3;7;no;11;7;0;1;2;1;2;2
3rd (59);04:22;18;0;3;3;6;18;3;8;3;1;1;22;11;6;no;9;1;4;1;4;3;2;1
4th (57);05:21;0;-6;3;5;13;38;4;0;2;0;6;12;2;0;no;12;3;7;1;0;4;1;0
5th (49);03:46;0;-5;12;5;15;0;4;18;3;0;0;7;40;4;no;10;3;0;2;2;2;4;2
1st (64);03:35;11;-2;11;20;14;0;10;0;4;0;2;8;18;5;no;8;3;0;0;3;6;2;0
2nd (58);05:03;12;-2;6;3;6;16;7;10;3;1;3;14;14;5;no;14;1;4;1;3;3;4;1
3rd (52);03:58;3;-5;5;5;11;0;7;26;3;0;0;10;8;2;no;10;3;0;3;1;4;1;3
4th (45);03:33;12;-2;1;3;14;0;0;17;1;1;0;16;12;11;no;11;3;0;2;4;2;3;2
5th (44);03:08;6;-3;4;10;14;13;0;0;3;1;1;12;8;4;no;12;3;4;0;2;0;3;2
1st (60);03:20;14;0;4;10;19;0;3;10;3;0;2;4;2;6;yes;6;4;0;2;3;2;3;1
2nd (55);03:19;0;-5;1;3;3;48;0;5;1;1;7;4;2;0;yes;7;1;9;1;0;2;2;1
3rd (52);04:54;16;-1;2;10;14;0;0;11;3;0;1;13;14;13;yes;4;3;0;1;4;3;3;1
4th (45);03:34;0;-2;7;10;25;0;5;0;3;1;0;6;12;3;yes;3;4;0;0;2;4;2;2
5th (40);03:52;6;-2;6;3;3;4;4;16;2;0;1;20;17;12;no;9;1;2;2;5;3;4;2
1st (69);03:23;0;-4;0;10;0;55;0;8;3;0;5;17;0;0;no;12;0;9;2;0;2;1;1
2nd (53);03:09;17;-1;6;5;16;0;6;4;3;0;0;7;16;8;no;10;4;0;0;4;3;3;1
3rd (46);02:38;4;-4;7;3;18;0;4;14;1;1;2;4;16;4;no;11;3;0;2;2;4;3;2
4th (43);02:45;10;-2;10;0;21;0;4;0;0;1;1;6;13;6;no;13;4;0;0;2;5;4;2
5th (40);04:20;10;-2;3;3;14;1;5;6;3;3;1;18;7;7;no;9;4;0;1;4;2;2;1
1st (61);05:42;18;0;8;3;0;4;6;22;3;2;0;3;15;9;no;9;0;1;2;4;3;2;3
2nd (58);03:25;9;-1;8;10;12;0;5;15;3;1;0;12;17;6;no;12;2;0;2;3;1;5;1
3rd (57);04:06;14;0;6;7;16;0;7;7;3;0;2;12;11;9;no;13;4;0;1;4;4;2;0
4th (50);04:06;0;-6;0;3;17;36;0;0;2;2;5;19;4;0;no;14;3;7;1;0;2;2;1
5th (48);04:42;0;-6;6;5;19;9;3;12;3;0;0;16;15;2;no;10;4;3;1;1;2;2;2
1st (63);04:00;9;-2;8;5;20;0;5;18;3;0;1;10;10;3;no;10;5;0;1;2;4;2;1
2nd (56);02:50;16;0;4;7;15;0;6;8;2;0;0;7;5;8;no;11;3;0;1;3;3;3;3
3rd (54);02:39;0;-6;5;10;7;38;0;0;3;0;3;12;5;0;no;12;1;7;1;0;1;3;2
4th (52);03:00;17;0;3;20;12;0;0;0;4;1;2;2;8;6;no;8;3;0;0;3;3;4;0
5th (51);03:06;0;-4;5;7;13;0;3;27;3;1;0;4;7;1;no;13;3;0;4;1;2;3;1
1st (69);03:27;17;0;2;7;6;9;3;25;3;0;2;10;2;5;no;13;1;3;3;3;3;2;0
2nd (60);04:14;0;-4;3;10;0;48;3;0;3;0;4;10;4;1;no;12;0;9;0;1;1;3;1
3rd (53);04:25;0;-6;5;10;29;0;3;12;3;0;1;6;13;0;yes;3;7;0;2;0;2;2;2
4th (47);03:31;8;0;7;15;17;0;0;0;3;1;1;6;10;9;yes;1;3;0;0;4;2;4;1
5th (37);04:10;9;0;4;3;10;2;3;6;2;2;3;3;6;9;no;9;2;2;1;4;3;3;1
1st (54);04:03;12;-1;12;7;18;0;6;0;3;1;0;2;12;8;no;13;4;0;0;4;3;3;0
2nd (51);04:24;9;-2;5;5;11;0;0;23;3;4;0;14;15;6;no;10;2;0;2;3;0;3;1
3rd (49);03:08;13;-1;3;7;16;0;4;7;2;0;2;16;9;11;no;11;4;0;1;4;4;2;1
4th (47);03:28;8;-3;3;20;14;0;5;0;4;1;0;6;10;5;no;8;3;0;0;2;2;5;1
5th (45);03:49;0;-5;7;10;16;4;3;10;3;0;2;15;7;3;no;12;3;2;1;1;5;2;1
1st (63);02:17;17;0;3;7;18;0;3;15;3;0;1;6;7;6;no;13;4;0;2;3;3;3;0
2nd (53);04:15;17;0;3;5;18;4;0;6;2;0;0;14;8;9;no;12;3;2;1;5;2;3;0
3rd (52);04:27;0;-5;3;5;10;26;0;13;3;0;2;8;16;1;no;10;2;5;2;1;0;3;2
4th (48);02:27;9;-2;7;7;15;0;4;8;2;1;1;9;8;8;no;11;3;0;1;3;4;3;1
5th (45);03:03;0;-6;6;20;9;0;9;7;4;1;1;8;6;0;no;8;2;0;1;0;5;5;0
1st (55);03:26;1;-4;2;10;10;26;3;7;3;0;5;8;7;1;yes;2;2;5;1;1;2;3;1
2nd (50);04:07;8;-3;2;3;9;31;0;0;3;0;2;14;15;8;no;14;2;6;1;3;2;3;1
3rd (47);05:50;12;0;6;5;6;0;3;15;3;1;0;23;10;8;no;10;1;0;2;4;4;1;2
4th (46);03:09;13;0;3;0;26;0;4;0;0;1;1;5;8;9;yes;1;5;0;0;4;3;4;1
5th (40);04:56;0;-3;5;7;18;0;0;13;3;1;0;2;12;6;no;13;4;0;2;3;1;4;0
1st (62);03:19;10;0;8;10;17;0;8;9;3;0;3;14;5;5;no;12;4;0;1;3;5;2;0
